SIG. TOP,Código,NOMBRE AUTOR,TITULO LIBRO,Edición,Cant.
616.01/D36-ESEN,"ESEN-2475-2476, 2812","DE LA ROSA, Manuel","Microbiología: Enfermería-Ciencias de la Salud, Conceptos y Aplicaciones",1997,3
658.382/O65-ESEN,ESEN-2480,OPS,Orientaciones Estratégicas y Prioridades Programáticas 1991-1999,1991,1
616.01/J27-ESEN,"ESEN-2481, 2678","BROOKS, Geo; BUTEL, Janet; y otros","Microbiología Médica de Jawetz, Melnick y Adelberg",2002,2
610.734/R74-ESEN,ESEN-2484,"RODRIGUEZ, Elvira",Enfermería en Salud Ocupacional,1991,1
305.232/I51-ESEN,ESEN-2485,INEI,Determinantes de la desnutrición aguda y crónica en niños menores de 3 años. Un sub-análisis de la endes 1992-1996,1999,1
613.907/A39-ESEN,ESEN-2486,"ALIAGA, Sandra; GUEVARA, Susana y otros",Derechos Sexuales y Reproductivos,1997,1
616.995/Y44-ESEN,ESEN-2487-2488,MINSA,Estudio Sociomédico sobre la Tuberculosis: Cusco-11,1998,2
616.995/Y44-ESEN,"ESEN-2489, 2507",MINSA,Estudio Sociomédico sobre la Tuberculosis: Cusco-12,1998,2
155.4/P45-ESEN,"ESEN-2491-2498, 3272",MINSA,Evaluación del Crecimiento-Instructivo A,1995,9
155.4/P45-ESEN,"ESEN-2499-2506, 2523, 3271",MINSA,Evaluación del Crecimiento-Instructivo B,1995,10
574/S66-ESEN,"ESEN-2519-2520, 2656","Solomon, Eldra P.; Berg, L.; Martin, D y Villee; C.",Biología de Ville,1998,3
611.018/G25-ESEN,ESEN-2521,"GARTNER, Leslie; HIATT, James","Histología, Texto y Atlas",1997,1
150/P25-ESEN,"ESEN-2522, 2654, 3168","PAPALIA, Diane",Psicología,1988,3
616.07/S61-ESEN,ESEN-2524-2526,"SMITH, Lloyd; THIER, Samuel","Fisiopatología, Principios Biológicos de la Enfermedad",1988,3
617.7/A82-ESEN,"ESEN-2527, 3965-3966","CONTRERAS CAMPOS, Francisco",Atención Primaria Ocular (c/50 slides),1995,3
618.45/P45-ESEN,ESEN-2528,MINSA-Proyecto 2000,El Parto de la Vida en los Andes y Amazonía del Perú,1999,1
618.79/P45-ESEN,ESEN-2529,MINSA-Proyecto 2000,"""La Muerte Materna en zonas rurales del Perú""",1999,1
610.6/M19-ESEN,"ESEN-2531, 2663-2664","MALAGON-LONDOÑO, G.; GALAN, R.",Administración Hospitalaría,1996,3
618.2/P45-ESEN,ESEN-2534,MINSA: Programa materno perinatal,Salud Materno Perinatal,1999,1
612.65/C43-ESEN,ESEN-2535-2536,USAID-MINSA,"Material de apoyo para la promoción, protección y vigilancia de la salud del niño",1994,2
610.28/B39-ESEN,ESEN-2546,OPS,Tecnologías Perinatales,1994,1
610.6/D68-ESEN,ESEN-2547,"GONZALO, A.; SCHWARCZ, R.; DIAZ, J.; y otros",Sistema Informático Perinatal,1997,1
155.4/V61-ESEN,ESEN-2551,CONCYTEC,Primera Infancia: El reto de una nueva vida,1996,1
610.7/W78-ESEN,ESEN-2552,"WOLFF LEWIS, Luverne",Fundamentos de Enfermería,1980,1
610.730/S56-ESEN,ESEN-2553,"SIMMS, L.; PRICE, S.; ERVIN, N.",Administración de Servicios de Enfermería,1986,1
610.253/C74-ESEN,ESEN-2554,"HERNANDEZ CONESA, Juana"," Historia de la Enfermería, Un análisis Histórico de los Cuidados de Enfermería",1995,1
618.92/L73-ESEN,ESEN-2555,"LISSAUER, Tom; CLAYDEN, Graham",Texto Ilustrado de Pediatría,1998,1
610.736/G81-ESEN,"ESEN-2557, 4342","GREN PARKER, Janet",Enfermería en la Unidad de Urgencias: Guia para la Atención Integral del Paciente,1991,2
610.736/B94-ESEN,"ESEN-2560-2561, 2780","BURKE, Mary; WALSH, Mary","Enfemería Gerontológica, Cuidados Integrales del Adulto Mayor",1998,3
607.85/C26-ESEN,ESEN-2564,René Chávez Alfaro,I Congreso Sub-Regional de Investigación Científica y Tecnológica Tacna-Moquegua,1993,1
001.461/I59-ESEN,ESEN-2566,Intituto Peruano Seguridad Social,I Concurso Nacional de Investigacion,1993,1
614.47/O65-ESEN,"ESEN-2585-2587, 3351-3352, 3354",OPS,"Taller sobre Planificación, Administración y Evaluación: Enfermedades del PAI",1998,6
614.47/O65-ESEN,"ESEN-2588-2590, 3355-3358",OPS/OMS,"Taller sobre Planificación, Administración y Evaluación: Vacunas del PAI",1998,7
614.45/O65-ESEN,ESEN-2591-2593,OPS,"Taller sobre Planificación, Administración y Evaluación: Cadena de Frio",1998,3
614.47/O65-ESEN,"ESEN-2594, 2596-2597, 3347-3350",OPS,"Taller sobre Planificación, Administración y Evaluación: Programación de las Actividades de Inmunización",1998,7
614.45/O65-ESEN,"ESEN-2595, 2598-2599",OPS,"Taller sobre Planificación, Administración y Evaluación: Vigilancia Epidemiológica y Evaluación de Acciones del PAI",1998,3
614.47/O65-ESEN,"ESEN-2600-2602, 3361-3364",OPS,Taller del Programa Ampliado de Inmunizaciones PAI: Guía de Participante,1998,7
614.47/O65-ESEN,"ESEN-2603-2605, 3365-3368",OPS,"Taller sobre Planificación, Administración y Evaluación: Manual del Coordinador",1998,7
614.47/O65-ESEN,"ESEN-2607-2609, 3310, 3319, 3359-3360",OPS,"Taller sobre Planificación, Administración y Evaluación: Glosario",1998,7
610.6/P45-ESEN,ESEN-2611,Escuela de Salud Pública del Perú,Evaluación de la Escuela de Salud Pública del Perú (anexos),1984,1
614/O65-ESEN,ESEN-2612-2613,OPS/OMS,Principios de Epidemiología para el control de Enfermedades: Introducción,1994,2
614/O65-ESEN,ESEN-2614-2615,OPS/OMS,Principios Epidemiología para el Control de Enfermedades: Enfermedad de la Población,1994,2
614/O65-ESEN,ESEN-2616-2617,OPS,Principios Epidemiología para el Control de Enfermedades: Cuantificación de los Problemas de Salud,1994,2
614/O65-ESEN,ESEN-2618-2621,OPS/OMS,Principios de Epidemiología para el Control de Enfermedades: Vigilancia Epidemiología,1994,4
614/O65-ESEN,ESEN-2622-2623,OPS/OMS,Principios de Epidemiología para el Control de Enfermedades: Control de Enfermedades en la Población,1994,2
614/O65-ESEN,ESEN-2624-2625,OPS/OMS,Principios de Epidemiología para el Control de Enfermedades: Respuestas,1994,2
614.47/O65-ESEN,ESEN-2626-2627,OPS,Enfermedades del PAI,1992,2
614.47/065-ESEN,ESEN-2628-2630,OPS,Vacunas del PAI,1992,3
614.47/065-ESEN,ESEN-2631-2633,OPS,Cadena de Frio,1992,3
614.47/065-ESEN,ESEN-2634-2635,OPS,Programación del PAI,1992,2
614.47/065-ESEN,ESEN-2636-2638,OPS,Evaluación del PAI,1992,3
362.83/R34-ESEN,ESEN-2646,RED NACIONAL DE PROMOCION DE LA MUJER,Programa Nacional de Promoción de la Mujer 1996-2001,1999,1
617.07/C81-ESEN,"ESEN-2652-2653, 2864-2865","COTRAN, R.; KUMAR, V.; ROBBINS, S.",Patología Estructural y Funcional,1990,4
576/J69-ESEN,ESEN-2657,"JOKLIK, W.; WILLETT, H.; AMOS, B.","Zinsser, Midrobiología",1997,1
610.730/B17-ESEN,"ESEN-2660-2661, 3497","BALDERAS PEDRERO, María de la Luz",Administracion de los Servicios de Enfermería,1995,3
615.6/B95-ESEN,"ESEN-2662, 3305, 3958, 4319","BUSTO, Usoa E. y otros",Métodos en Farmacología Clínica,1992,4
616.89/D59-ESEN,ESEN-2665,"DESJARLAIS, Robert; EISENBERG, Leon; y otros",Salud Mental en el Mundo,1997,1
610.6/O65-ESEN,ESEN-2666,OPS,Cuestionario para el Análisis de los Procesos de Descentralización y Desarrollo Local,1996,1
574.192/M22-ESEN,ESEN-2684,"MURRAY, R.; GRANNER, D.; Y OTROS",Bioquímica de Harper,1992,1
423/D-ESEN,ESEN-2691,"GISPERT, Carlos","Smart: Diccionario Español-Inglés,Inglish-Spanish",2000,1
614.1/A35-ESEN,"ESEN-2692, 3335","ALCOCER POZO, José; ALVA RODRIGUEZ, Mario","Medicina Legal, Conceptos Básicos",1993,2
415/L23-ESEN,ESEN-2693,OCEANO,Gramática Práctica,1999,1
610.7/K52-ESEN,"ESEN-2694, 3513, 3846","KIDD, PAMELA; STURT, PATTY",Manual de Urgencias en Enfermería,1998,3
611.01/E81-ESEN,ESEN-2695,"ESCUREDO, Bibiana; SANCHEZ, Juan; BORRAS, Xavier; SERRAT, Josep",Estructura y Función del Cuerpo Humano,1995,1
025.431/CH19-ESEN,ESEN-2696,L.Mai. J.Comaromi. M.Satija,Sistema de Clasificación Decimal Dewey,1994,1
616.994/O65-ESEN,ESEN-2697,OMS,Alivio del Dolor y Tratamiento Paliativo en el Cáncer Infantil,1999,1
547/P26-ESEN,ESEN-2703-2709,Raul Paredes Medina,Manual de Experimentos de Química Orgánica,1996,7
641.12/Z77-ESEN,ESEN-2710-2711,"ZIEGLER, Ekhard; FILER, L.",Conocimientos Actuales sobre Nutrición,1998,2
611/T47-ESEN,ESEN-2712,"THIBODEAU, Gary; PATTON, Kevin",Estructura y Función del Cuerpo Humano,1998,1
618.92/L73-ESEN,"ESEN-2713, 2737","LISSAUER, Tom; CLAYDEN, Graham",Texto Ilustrado de Pediatría,1998,2
610.73/M26-ESEN,ESEN-2714-2717,"MARRINER-TOMEY, Ann",Modelos y Teorías en Enfermería,1999,4
614.4/O65-ESEN,ESEN-2719,OMS,Rapport Sur la Santé Dans le Monde 1999,1999,1
616.855/B81-ESEN,ESEN-2720,"BRAVO VALDIVIESO, Luis",Lenguaje y Dislexias; Enfoque Cognitivo del Retardo Lector,1999,1
147.2/A79-ESEN,ESEN-2721-2724,ASPEFEEN; OPS/OMS; ISDEN,"Enfermería, formación etica para la vida",1999,4
613.94/P45-ESEN,ESEN-2725,MINSA,Normas del Programa Nacional de Planificación Familiar,1999,1
616.39/O65-ESEN,ESEN-2727,OPS,Tratamiento de la Malnutrición Grave,1999,1
618.24/O65-ESEN,ESEN-2728,OPS,Dosificación segura de la vitamina A durante el embarazo y la lactancia,1998,1
616.39/M12-ESEN,ESEN-2729-2731,"McLAREN, Donald; FRIGG, Martin",Manual de Ver y Vivir Sobre los Transtornos por Deficiencia de Vitamina A,1999,3
614.40/M41-ESEN,"ESEN-2734, 3561-3562",OPS,Hacer frente al Sida: Prioridades de la Acción Pública ante una Epidemia Mundial,1998,3
658.388/O65-ESEN,ESEN-2735,OPS,Planificación Local Participativa: Metodologías para la Promoción de la Salud en América Latina y el Caribe,1999,1
616/M94-ESEN,ESEN-2736,"H. BEERS, Mark; BERKOW, Robert","El Manual de Merck, de Diagnóstico y Terapeutica + Suplemento Merk Manual 1899 ingles",1999,1
610.696/L33-ESEN,ESEN-2739,"QUEVEDO, F.; MENDOZA, J.",Hacia una Medicina más Humana,1997,1
610.736/C33-ESEN,"ESEN-2740, 3890, 4287","CASTILLO-SALGADO, Carlos",Manual sobre el enfoque de Riesgo en la Atención Maternoinfantil,1986,3
302.15/A34-ESEN,ESEN-2742,"ALBURQUERQUE JARAMILLO, Flor",Manual para el entrenamiento en habilidades sociales,1988,1
519.261/I84-ESEN,ESEN-2744,"JUEZ MARTEL, Pedro; DIEZ VEGAS, Francisco Javier","Probabilidad y Estadistica en Medicina, Aplicaciones en la Práctica Clínica y en la Gestión Sanitaria",1997,1
618.920/G61-ESEN,ESEN-2745,"GOMELLA, Tricia; CUNNINGHAM, Douglas","Neonatología, Manejo Básico-Problemas en la Guardia-Patologías-Farmacoterapia",1997,1
616.075-/D76-ESEN,ESEN-2749,"DEGOWIN, Richard",Guía para la Exploración Diagnóstica,1998,1
612/V77-ESEN,"ESEN-2751, 3162, 3500","URIBE MESA, Adolfo Leon",Manual para el Exámen Físico del Normal y Métodos de Exploración,1998,3
030/D-ESEN,ESEN-2752,"DOMINGO, Ricardo; CARDONA, Maria",Diccionario  Enciclopedico  Larouse,1998,1
610.736/M86-ESEN,"ESEN-2753-2754, 2784","MORRISON, Michelle",Fundamentos de Enfermería en Salud Mental,1999,3
616.979/C28-ESEN,ESEN-2755,"CARDENAS, L.; BALLESTEROS, B.","SIDA, Lo que todos debemos saber",1995,1
001.426/O65-ESEN,ESEN-2756,OPS,"Publicación Científica, Aspectos Metodológicos, Éticos y Prácticos en Ciencias de la Salud",1994,1
615.53/R81-ESEN,ESEN-2757,"ROMAGOSA, José; ROSALES, Santiago","Atlas de la Medicina Naturista y Alternativas, Terapias y Consejos para la Salud",1997,1
616.12/P26-ESEN,ESEN-2759,"PARK, Myung",Serie de Manuales Prácticos: Cardiología Pediátrica,1999,1
616.12/V41-ESEN,ESEN-2761,MONTOYA TORO; Mario,Fundamentos de Medicina: Cardiología ,1997,1
616.98/O67-ESEN,ESEN-2762,"ORLANDINI, Alberto",El Estrés qué es y cómo evitarlo,1999,1
610.730/P59-ESEN,ESEN-2763,"PIÑEIRO, R.; PEREZ, E.; LEYVA, J.",Diccionario de Enfermería,1995,1
130/A13-ESEN,ESEN-2764,"ABBAGNANO, Nicola",Diccionario de Filosofía,1974,1
613.042/S56-ESEN,ESEN-2765-2766,"SIMON, Miguel",Diccionario íntimo de la mujer,1992,2
610.736/V75-ESEN,ESEN-2768-2769,"URDEN, Linda; LOUGH, Mary; STACY, Kathleen",Cuidados Intensivos en Enfemería,1998,2
618.97/H19-ESEN,"ESEN-2772, 2787","HAM, Richard; SLOANE, Philip","Atención Primaria en Geriatría, Casos Clinicos",1995,2
612.39/CH54-ESEN,ESEN-2774,"CHESHIRE, Elizabeth",Curso Chash MOSBY- Lo Escencial en Aparato Digestivo,1998,1
612.39/D59-ESEN,ESEN-2775,"DEBUSE, Madeleine","Curso ""Crash"" de MOSBY- Lo esencial en sistema endocrino y aparato reproductor",1998,1
612.39/B42-ESEN,ESEN-2776,"BENYON, Sarah","Curso ""Crash"" de MOSBY- Lo Escencial en Metabolismo y Nutrición",1998,1
611.3/CH54-ESEN,ESEN-2777,"LASSERSON, Daniel; y otros",Curso Chash MOSBY- Lo esencial en sistema nervioso y sentidos especiales,1998,1
615.882/R81-ESEN,ESEN-2778-2779,"ROMAGOSA, José; ROSALES, Santiago",Enciclopedia de Medicina Naturalista + 1CD,2000,2
616.075/M81-ESEN,ESEN-2781,"PAGANA, Kathleen Deska",Guía de Pruebas Diagnósticas y de Laboratorio,1996,1
610.73/N22-ESEN,ESEN-2782,NANDA,Diagnósticos Enfermeros de la NANDA: Definiciones Y Clasificacion 1999-2000,1999,1
610.734/J11-ESEN,ESEN-2783,M.Jaffe. L.Skidmore,Enfermería de Atención Domiciliaria,1998,1
617.93/B71-ESEN,ESEN-2785,"BOVE, Toni",El Vendaje Funcional,1995,1
610.73/P79-ESEN,ESEN-2788,A.Perry. P.Potter,Enfermería Clínica: Técnicas Procedimientos,1999,1
615.5/P16-ESEN,ESEN-2789,"PAGE, Clive; CURTIS, Michael; y otros",Farmacología Integrada,1998,1
574.1/M77-ESEN,ESEN-2790,"MONTGOMERY, T.; CONWAY, T.","Bioquímica, casos y texto",1999,1
616.075/L12-ESEN,ESEN-2791,"TIERNEY, L.; McPHEE, S.; PAPADAKIS, M.",Diagnóstico Clinico y Tratamiento,2000,1
617.15/E33-ESEN,ESEN-2792,"EIFF, Patrice; HATCH, Robert; CALMBACH, Walter",Tratamiento de las fracturas en Atención Primaria,1999,1
610.736/M81-ESEN,ESEN-2793-2794,REVISTA NURSING,Manual de Problemas Esenciales en Enfermería,1994,2
302.12/M51-ESEN,ESEN-2795,MINSA,"Calidad del servicio de salud desde la percepción de la Usuaria, diagnostico de necesidades de comunicación",2000,1
396.1/O43-ESEN,ESEN-2798,"OLEA, Cecilia; MACASSI, Ivonne","Al Rescate de la Utopía, Reflexiones para una Agenda Feminista del Nuevo Milenio",2000,1
001.461/S17-ESEN,ESEN-2799,"SALINAS, A.; VILLARREAL, E.",La Investigación en Ciencias de la Salud,2001,1
174.2/B17-ESEN,ESEN-2800,"BALDERAS PEDRERO, María de la Luz",Ética de Enfermería,1998,1
616.025/H12-ESEN,ESEN-2801,W.Hackett. G.Robbins,Manual de Seguridad y Primeros Auxilios,1997,1
610.736/B11-ESEN,ESEN-2802,"BABB STANLEY, Pamela",Manual de Enfermería  Gerontológico,1998,1
610.736/G65-ESEN,ESEN-2803,Gilda Gallegos Navarro,Intervención en Enfermería en Oftalmologica ,2001,1
615.882/C11-ESEN,ESEN-2804,"LIRA, Jorge",Medicina Andina: Farmacopia y Rituales,1995,1
615.882/C12-ESEN,ESEN-2805-2806,R.Cabrera. J. Mantilla,Plantas Medicinales,1990,2
658/CH44-ESEN,ESEN-2807-2808,"CHIAVENATO, IDALBERTO",Introducción a la Teoría General de la Administración,2000,2
610.7/A82-ESEN,ESEN-2809-2811,ASPEFEN,Acreditación de las Facultades y Escuelas de Enfermería en los Países de área Andina,2001,3
616.89/V34-ESEN,ESEN-2813,"VASQUEZ-BARQUERO, Jose Luis",Psiquiatría: En Atención Primaria,1998,1
610.03/A36-ESEN,ESEN-2815,OPS,STEDMAN Bilingüe: Diccionario de Ciencias Médicas,1999,1
618.92/R71-ESEN,ESEN-2816,"ROBACK, M.; TEACH, S.;FIRST, L.; FLEISHER, G.",Serie de Manuales Prácticos: Códigos de Actuación en Pediatría,1999,1
618.92/V31-ESEN,ESEN-2817,"BARONE, Michael",Manual de Pediatría Hospitalaria,1998,1
610.736/V18-ESEN,"ESEN-2818, 3498","VALENZUELA, Rogelio; LUENGAS, Javier; MARQUET, Luis",Manual de Pediatría,1993,2
617.07/R71-ESEN,"ESEN-2819, 3523","ROBBINS, S.; COTRAN, R.; KUMAR, V.",Manual de Patología Estructural y Funcional,1997,2
610.736/B82-ESEN,ESEN-2820,OPS,Acciones de Salud Materno Infantil a nivel Local,1996,1
618.5/T17-ESEN,ESEN-2821,"TALLADA IGLESIA, Ana",Factores Psicosociales y Culturales Asociados a la Violencia Contra la Mujer en la Relacion de Pareja,2000,1
616.026/R84-ESEN,"ESEN-2824, 2927, 3593","ROSALES, Santiago",Manual de Primeros Auxilios y Prevencion de Grandes Catastrofes y Terremotos,2000,3
610.73/R93-ESEN,"ESEN-2825, 3868, 3978",OCEANO,Manual de la Enfermería + Con CD ROOM (1),1997,3
614.47/P45-ESEN,ESEN-2826,MINSA,Normas de Control de Enfermedades Prevenibles por Vacunación ,1995,1
618.2/U61-ESEN,ESEN-2833-2834,UNICEF,Práctica y promoción de la Lactancia Natural en Hospitales Amigos del Niño,1993,2
618.32/T52-ESEN,ESEN-2835-2836,"TICONA RENDON, Manuel; HUANCO APAZA, Diana; TEJADA VASQUEZ, Edgar","Salud Perinatal en Tacna, Principales Indicadores",,2
616.86/A75-ESEN,ESEN-2837,"ARNAO MARCIANI, Jorge; CABEZUDO MORENO, Carlos",Relación de las drogas con las actitudes sexuales y los vínculos de pareja,2001,1
312.985/I21-ESEN,ESEN-2840,Instituto Nacional de Estadística e Informatica,Encuesta Demográfia y de Salud Familiar 2000-Tacna,2000,1
613.8/D81-ESEN,ESEN-2841,CEDRO-DPNA,Experiencias Internacionales en la Prevencion del uso Indebido de Drogas ,2001,1
613.78/C32-ESEN,ESEN-2842,"CASTRO DE LA MATA, Ramiro; ZAVALETA MARTINEZ-VARGAS, Alfonso","""Los líderes peruanos y el problema de las drogas""- Encuesta de opiniones y actitudes sobre drogas en 7 ciudades 1999",2001,1
613.8/C32-ESEN,ESEN-2843,"CASTRO DE LA MATA, Ramiro",Determinacion del Número de Adictos a las Drogas,2001,1
305.4/O21-ESEN,ESEN-2846-2847,Oficina internacional del trabajo,Mujeres en sus casas,1981,2
610.7/M61-ESEN,ESEN-2851,Dra. David A. Tejada de Rivas,Politica Nacional de Salud,1985,1
615.5/M12-ESEN,ESEN-2857,"CARSOLIO PACHECO, Ma. del Rosario",Guia Profesional de Medicamentos,1989,1
610.73/I91-ESEN,"ESEN-2860, 4354","IYER, P.; TAPTICH, B.; BERNOCCHI-LOSEY, D.",Proceso de Enfermería y Diagnóstico de Enfermería,1986,2
612.63/A59-ESEN,ESEN-2863,"ANN ANDERSON, Betty; CAMACHO, Mercedes; y otros",Transtornos de la Salud Familiar durante el Embarazo,1980,1
612/G97-ESEN,ESEN-2874,Arthur C. Guyton,Tratado de Fisiología Médica,1989,1
610.734/S67-ESEN,ESEN-2890,Abraham Sonis,Actividades y técnicas de Salud Pública,1985,1
616.89/V61-ESEN,ESEN-2899,"VIDAL, Guillermo; ALARCON, Renato",Psiquiatría,1986,1
610.03/G25-ESEN,ESEN-2902,"ANGUIANO RUEDA, Cristino",Diccionario de Ciencias Médicas,1988,1
617.51/A88-ESEN,ESEN-2903,"AUSBAND, John","Enfermedades del Oído, Naríz y Garganta",1983,1
610.73/C27-ESEN,"ESEN-2915, 3668","CARPENITO, Lynda Juall",Diagnostico de Enfermería,1990,2
301.G35-ESEN,ESEN-2916,"GELLES, R.; LEVINE, A.","Sociología, con aplicaciones a los países de habla hispana",1996,1
615.3/R84-ESEN,ESEN-2917,"ROSENSTEIN STER, Emilio",Diccionario de Especialidades Farmacéuticas ,2003,1
615.3/R84-ESEN,ESEN-2918,"ROSENSTEIN STER, Emilio",Diccionario de Especialidades Farmacéuticas ,2002,1
613.94/D12-ESEN,ESEN-2923,MOVIMIENTO MANUELA RAMOS,Diagnóstico Normativo de los Derechos Sexuales y Reproductivos en el Perú,2000,1
616.980/N38-ESEN,ESEN-2924,"NEFF, Miriam",Devocional para Mujeres que Trabajan,1999,1
610.083/F83-ESEN,ESEN-2925,"FREYRE ROMAN, Eleodoro",La Salud del Adolescente; aspectos mèdico y psicosociales,1997,1
618.98/A98-ESEN,ESEN-2926,"AZOCAR PRADO, Enrique","""Secretos no tan Secretos"", Un estudio del comportamiento sexual de l@s adolescentes en la ciudad de Tacna.",2001,1
574/K55-ESEN,ESEN-2928,"KIMBALL, John",Biología,1986,1
574/B16-ESEN,ESEN-2929,"BAKER, J.; ALLEN, G.",Biología e Investigación Científica,1967,1
574/V67-ESEN,ESEN-2930-2932,"VILLEE, Claude",Biología,1988,3
515.33/V39-ESEN,ESEN-2935,"VENERO, Armando",Matemática Básica,2006,1
570/C76-ESEN,ESEN-2940,CONSEJO NACIONAL PARA LA ENSEÑANZA DE LA BIOLOGIA,"Biología, Interacción de Experimentos e Ideas",1982,1
574/W42-ESEN,ESEN-2943,"WEISZ, P.; KEOGH R.",La Ciencia de la Biología,1987,1
574/A39-ESEN,ESEN-2944,ALEXANDER P.; Y OTROS,Biología,1987,1
547/L11-ESEN,ESEN-2945,"LONGO, Frederick",Química General,1979,1
547/R84-ESEN,ESEN-2946,"ROSENBERG, Jerome","Química General, teoría y 611 problemas resueltos",1982,1
547/M34-ESEN,ESEN-2947,"MEISLICH, H.; NECHAMKIN, H.; SHAREFKIN, J.","Química orgánica, teoría y 2565 problemas resueltos",1988,1
547/C32-ESEN,ESEN-2948,"CASTELLANOS TAPIAS, Miguel","Fundamentos de Química Orgánica, teoría y 392 problemas resueltos",1988,1
547/K22-ESEN,ESEN-2949-2950,"LUNA RANGEL, Raymundo",Fundamentos de Química Analítica,1989,2
547/G74-ESEN,ESEN-2951-2952,"GORDUS, Adon","Química Analítica, teoría y 590 problemas resueltos",1987,2
547/G84-ESEN,ESEN-2953,"GUAYASAMIN GUERRERO, Guido","Química, una versión moderna",1990,1
547/P24-ESEN,ESEN-2954,"PONS, G.; UGAZ, D.; BINDA, D.; OCHOA, R.",Química,1988,1
540/W62-ESEN,ESEN-2955,"WHIITTEN, K.; GAILEY, K.; DAVIS, R.",Química General,1992,1
547/S52-ESEN,"ESEN-2956, 2981","SIENKO, Michell; PLANE, Robert","Química, Principios y Aplicaciones",1986,2
547/C32-ESEN,ESEN-2957-2958,"CHRISTIAN, Gary",Química Analítica,1981,2
574.192/L41-ESEN,ESEN-2960,"LEHNINGER, Albert",Curso Breve de Bioquímica,1985,1
547.192/L41-ESEN,ESEN-2961,"LEHNINGER, Albert","Bioquímica, Las Bases Moleculares de la Estructura y Función Celular",1987,1
547.192/S29-ESEN,ESEN-2962,"SCHUMM, Dorothy",Principios de Bioquímica,1989,1
547.192/B69-ESEN,ESEN-2963,"BOHINSKI, Robert",Bioquímica,1978,1
574.192/W61-ESEN,ESEN-2964,"WHITE, A.; HANDLER, P.; Y OTROS",Principios de Bioquímica,1983,1
547.1/C74-ESEN,ESEN-2970-2972,"CONN, Eric; STUMPF, P.",Bioquímica Fundamental,1990,3
547/S46-ESEN,"ESEN-2974, 3095","SKOOG, Douglas; WEST, Donald",Fundamento de Química Analítica,1970,2
547/H22-ESEN,ESEN-2975,"HAWLEY, Gessner",Diccionario de Química y de Productos Químicos,1975,1
541.3/O88-ESEN,ESEN-2977-2978,GUERASIMOV; DREVING; ERIOMIN y otros,Curso de Química Física,1977,2
540.9/P52-ESEN,ESEN-2979,"PIERCE, James",Química  de la Materia,1973,1
540.9/S46-ESEN,ESEN-2980,"SKOOG, Douglas; WEST, Donald",Química Analítica,1989,1
540/F83-ESEN,ESEN-2982,"FREY, Paul",Problemas de química y como resolverlos,1990,1
540.9/C11-ESEN,ESEN-2983,"CASTRO, Manuel; SILVA, Jesús","Problemas Resueltos, cálculos de química analítica",,1
547.9/S66-ESEN,ESEN-2985,"SOLOMONS, Graham",Química orgánica,1988,1
540/C81-ESEN,ESEN-2986-2987,"COTTON, F.; WILKINSON, G.",Química inorgánica avanzada,1988,2
611/S78-ESEN,ESEN-2989,Estanley W. Jacob ,Anatomía y Fisiología Humana,1982,1
611/P29-ESEN,ESEN-2990,"PAUCHET, Victor; DUPRET, S.",Atlas Manual de Anatomía,1987,1
617.07/M52-ESEN,ESEN-2991,"MICHANS, Juan",Patología Quirúrgica,1988,1
617.07/P45-ESEN,ESEN-2994,"PEREZ TAMAYO, Ruy",Principios de Patología,1990,1
611/V61-ESEN,ESEN-2997,R.McClintic. A.Vidoli,Experimentos de Anatomía y Fisiología,1975,1
610.7/B85-ESEN,"ESEN-3001, 3010","BRUNNER, Lillian",Manual de la Enfermería Práctica,1985,2
618.32/B45-ESEN,ESEN-3009,"BEHRMAN, Richard; VAUGHAN, Victor; NELSON, Waldo","Tratado de Pediatría, Nelson",1987,1
610.73/G18-ESEN,ESEN-3011,"CASTILLO, B.; RIVAS, L.; SALAZAR, L.; ALEGRIA, M.",Manual de Técnicas y Procedimientos de Enfermería,1992,1
614/O65-ESEN,ESEN-3018,OPS/OMS,Principios Epidemiología para el Control de Enfermedades: Enfermedad de la Población,,1
614/O65-ESEN,ESEN-3020-3022,OPS,Principios Epidemiología para el Control de Enfermedades: Cuantificación de los Problemas de Salud,,3
530/M26-ESEN,ESEN-3024,MARON S.; LANDO J.,Físicoquímica Fundamental,1987,1
547/B84-ESEN,ESEN-3038,"BROWN, Glenn; SALLEE, Eugene",Química Cuantitativa,1967,1
547/H19-ESEN,"ESEN-3044, 3047","HAMILTON, L.; SIMPSON, S.; ELLIS, D.",Cálculos de Química Analítica,1988,2
547/W68-ESEN,ESEN-3045,"COTTON, F.; WILKINSON, G.",Química inorgánica básica,1989,1
547/P59-ESEN,ESEN-3046,"PINE, S.; HENDRICKSON, J.; CRAM, D. y otros",Química Orgánica,1988,1
616.01/B81-ESEN,ESEN-3048,"BRADSHAW, Jack",Microbiología de Laboratorio,1976,1
616.01/L33-ESEN,ESEN-3049-3050,"LENNETTE, Edwin",Manual de Microbiología Clinica,1987,2
616.01/J61-ESEN,ESEN-3051,"JOKLIK, W.; WILLETT, H.; AMOS, B.",Zinsser Microbiología,1986,1
610.730/D71-ESEN,ESEN-3052-3063,OPS,Dotación de Personal para los Servicios de Enfermería en Hospitales de Distrito para la Atención Primaria de Salud,1994,2
614/O65-ESEN,ESEN-3053-3056,OPS/OMS,Principios de Epidemiología para el control de Enfermedades: Introducción,1994,4
